Vardas              Pavarde              Galutinis
Vardas3462          Pavarde3462               3.40
Vardas3463          Pavarde3463               7.20
Vardas3464          Pavarde3464               7.72
Vardas3465          Pavarde3465               3.88
Vardas3466          Pavarde3466               2.84
Vardas3467          Pavarde3467               3.64
Vardas3468          Pavarde3468               3.68
Vardas3469          Pavarde3469               4.96
Vardas3470          Pavarde3470               4.36
Vardas3471          Pavarde3471               3.88
Vardas3472          Pavarde3472               7.12
Vardas3473          Pavarde3473               7.16
Vardas3474          Pavarde3474               7.76
Vardas3475          Pavarde3475               3.52
Vardas3476          Pavarde3476               2.44
Vardas3477          Pavarde3477               4.08
Vardas3478          Pavarde3478               3.12
Vardas3479          Pavarde3479               8.68
Vardas3480          Pavarde3480               4.48
Vardas3481          Pavarde3481               7.52
Vardas3482          Pavarde3482               6.36
Vardas3483          Pavarde3483               5.12
Vardas3484          Pavarde3484               7.80
Vardas3485          Pavarde3485               3.24
Vardas3486          Pavarde3486               8.44
Vardas3487          Pavarde3487               7.84
Vardas3488          Pavarde3488               7.76
Vardas3489          Pavarde3489               4.80
Vardas3490          Pavarde3490               6.72
Vardas3491          Pavarde3491               3.24
Vardas3492          Pavarde3492               9.00
Vardas3493          Pavarde3493               6.16
Vardas3494          Pavarde3494               6.68
Vardas3495          Pavarde3495               7.36
Vardas3496          Pavarde3496               8.84
Vardas3497          Pavarde3497               7.40
Vardas3498          Pavarde3498               4.64
Vardas3499          Pavarde3499               5.44
Vardas3500          Pavarde3500               4.60
Vardas3501          Pavarde3501               3.28
Vardas3502          Pavarde3502               8.08
Vardas3503          Pavarde3503               3.56
Vardas3504          Pavarde3504               6.92
Vardas3505          Pavarde3505               5.84
Vardas3506          Pavarde3506               3.72
Vardas3507          Pavarde3507               2.28
Vardas3508          Pavarde3508               6.16
Vardas3509          Pavarde3509               2.84
Vardas3510          Pavarde3510               5.80
Vardas3511          Pavarde3511               4.00
Vardas3512          Pavarde3512               7.56
Vardas3513          Pavarde3513               7.68
Vardas3514          Pavarde3514               6.52
Vardas3515          Pavarde3515               6.52
Vardas3516          Pavarde3516               6.16
Vardas3517          Pavarde3517               4.52
Vardas3518          Pavarde3518               7.84
Vardas3519          Pavarde3519               4.92
Vardas3520          Pavarde3520               4.28
Vardas3521          Pavarde3521               5.60
Vardas3522          Pavarde3522               2.72
Vardas3523          Pavarde3523               4.76
Vardas3524          Pavarde3524               7.20
Vardas3525          Pavarde3525               5.64
Vardas3526          Pavarde3526               4.88
Vardas3527          Pavarde3527               6.32
Vardas3528          Pavarde3528               7.84
Vardas3529          Pavarde3529               7.72
Vardas3530          Pavarde3530               2.72
Vardas3531          Pavarde3531               7.52
Vardas3532          Pavarde3532               5.60
Vardas3533          Pavarde3533               6.68
Vardas3534          Pavarde3534               8.32
Vardas3535          Pavarde3535               4.00
Vardas3536          Pavarde3536               8.56
Vardas3537          Pavarde3537               3.84
Vardas3538          Pavarde3538               6.60
Vardas3539          Pavarde3539               5.04
Vardas3540          Pavarde3540               6.88
Vardas3541          Pavarde3541               2.84
Vardas3542          Pavarde3542               8.00
Vardas3543          Pavarde3543               6.52
Vardas3544          Pavarde3544               8.24
Vardas3545          Pavarde3545               7.04
Vardas3546          Pavarde3546               6.28
Vardas3547          Pavarde3547               3.32
Vardas3548          Pavarde3548               3.88
Vardas3549          Pavarde3549               7.92
Vardas3550          Pavarde3550               7.68
Vardas3551          Pavarde3551               6.48
Vardas3552          Pavarde3552               6.80
Vardas3553          Pavarde3553               3.00
Vardas3554          Pavarde3554               5.04
Vardas3555          Pavarde3555               5.88
Vardas3556          Pavarde3556               7.80
Vardas3557          Pavarde3557               3.12
Vardas3558          Pavarde3558               5.60
Vardas3559          Pavarde3559               5.68
Vardas3560          Pavarde3560               2.44
Vardas3561          Pavarde3561               5.96
Vardas3562          Pavarde3562               4.52
Vardas3563          Pavarde3563               6.80
Vardas3564          Pavarde3564               6.96
Vardas3565          Pavarde3565               3.76
Vardas3566          Pavarde3566               5.48
Vardas3567          Pavarde3567               5.08
Vardas3568          Pavarde3568               8.44
Vardas3569          Pavarde3569               6.40
Vardas3570          Pavarde3570               7.40
Vardas3571          Pavarde3571               5.36
Vardas3572          Pavarde3572               4.52
Vardas3573          Pavarde3573               7.40
Vardas3574          Pavarde3574               7.68
Vardas3575          Pavarde3575               6.76
Vardas3576          Pavarde3576               7.16
Vardas3577          Pavarde3577               5.68
Vardas3578          Pavarde3578               5.36
Vardas3579          Pavarde3579               7.48
Vardas3580          Pavarde3580               6.84
Vardas3581          Pavarde3581               5.04
Vardas3582          Pavarde3582               8.04
Vardas3583          Pavarde3583               6.40
Vardas3584          Pavarde3584               7.20
Vardas3585          Pavarde3585               7.24
Vardas3586          Pavarde3586               5.72
Vardas3587          Pavarde3587               6.28
Vardas3588          Pavarde3588               7.28
Vardas3589          Pavarde3589               3.12
Vardas3590          Pavarde3590               2.12
Vardas3591          Pavarde3591               3.48
Vardas3592          Pavarde3592               6.20
Vardas3593          Pavarde3593               7.12
Vardas3594          Pavarde3594               5.24
Vardas3595          Pavarde3595               3.20
Vardas3596          Pavarde3596               5.96
Vardas3597          Pavarde3597               5.60
Vardas3598          Pavarde3598               4.84
Vardas3599          Pavarde3599               3.44
Vardas3600          Pavarde3600               4.60
Vardas3601          Pavarde3601               2.40
Vardas3602          Pavarde3602               3.84
Vardas3603          Pavarde3603               2.84
Vardas3604          Pavarde3604               7.12
Vardas3605          Pavarde3605               4.40
Vardas3606          Pavarde3606               5.84
Vardas3607          Pavarde3607               7.28
Vardas3608          Pavarde3608               8.60
Vardas3609          Pavarde3609               6.68
